author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,district,street,house_number,underground,residential_complex,year_of_construction,object_type,house_material_type,heating_type,finish_type,living_meters,kitchen_meters,phone
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/307317245/,Москва,sale,flat,2,17,5,242.0,240000000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide,,,,,,,,
Доступный дом,real_estate_agent,https://www.cian.ru/sale/flat/293926786/,Москва,sale,flat,3,17,1,35.4,14990000.0,, Эдварда Грига,15,Потапово,,,,,,,,,
Донстрой,developer,https://www.cian.ru/sale/flat/308969323/,Москва,sale,flat,19,25,2,57.7,24914860.0,Лефортово,Независимость кв-л,,Авиамоторная,Символ ЖК,,,,,,,,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304369940/,Москва,sale,flat,3,9,4,143.0,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,,,,,,,,
ID 85604823,unknown,https://www.cian.ru/sale/flat/308497818/,Москва,sale,flat,16,41,2,51.0,34000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/301459955/,Москва,sale,flat,4,11,2,85.3,77775516.0,Даниловский,,,Павелецкая,Опус ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307823098/,Москва,sale,flat,5,6,-1,400.0,700000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,,,,,,,,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/307817649/,Москва,sale,flat,4,25,3,81.0,22900000.0,Рязанский, Васильцовский Стан,7к1,Текстильщики,,,,,,,,,
Tekta Group,developer,https://www.cian.ru/sale/flat/303506216/,Москва,sale,flat,9,34,2,39.2,17918320.0,Нагорный,,2,Нагорная,Твелв ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308553708/,Москва,sale,flat,9,12,2,88.0,59350000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,,,,,,,,
ID 111783,homeowner,https://www.cian.ru/sale/flat/307780900/,Москва,sale,flat,5,14,3,104.0,29600000.0,Коптево, Космонавта Волкова,29К1,Красный Балтиец,,,,,,,,,
Sminex,developer,https://www.cian.ru/sale/flat/308620442/,Москва,sale,flat,3,26,2,61.54,31220000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306589273/,Москва,sale,flat,2,17,5,242.0,239990000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide,,,,,,,,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308275177/,Москва,sale,flat,5,8,4,100.0,57000000.0,Гагаринский, Строителей,6К6,Университет,,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/306610643/,Москва,sale,flat,2,59,2,31.1,,Можайский,,,Давыдково,Веер ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/281590820/,Москва,sale,flat,3,14,4,200.0,430000000.0,Хамовники, Усачева,11Г,Фрунзенская,Садовые кварталы,,,,,,,,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/306604445/,Москва,sale,flat,6,7,4,160.0,99999000.0,Тверской,Тверская ,27С2,Маяковская,,,,,,,,,
UNIQ Development,developer,https://www.cian.ru/sale/flat/307668235/,Москва,sale,flat,3,25,2,64.3,50154000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,Springs,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306447297/,Москва,sale,flat,13,21,3,130.0,155000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,,,,,,,,
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301612021/,Москва,sale,flat,5,10,-1,24.6,10000000.0,Ростокино,проспект Мира,188Бк2,Ростокино,Триколор,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/306603287/,Москва,sale,flat,3,36,2,68.6,48137992.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/305881561/,Москва,sale,flat,3,9,4,142.5,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308074172/,Москва,sale,flat,8,11,3,134.5,90000000.0,Якиманка, Серафимовича,2,Боровицкая,,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/307217514/,Москва,sale,flat,4,39,2,35.4,31667318.0,Даниловский,,,Павелецкая,Хай Лайф ЖК,,,,,,,,
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679467/,Москва,sale,flat,4,20,2,64.29,24166611.0,Даниловский,Автозаводская ,26,Тульская,FORST,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298784492/,Москва,sale,flat,2,2,-1,315.0,528508199.0,Пресненский,Хлебный переулок,6,Арбатская,,,,,,,,,
BARNES International Realty,real_estate_agent,https://www.cian.ru/sale/flat/305640017/,Москва,sale,flat,3,5,5,155.0,85000000.0,Арбат, Арбат,40,Смоленская,,,,,,,,,
COLDY,developer,https://www.cian.ru/sale/flat/308462308/,Москва,sale,flat,7,15,2,53.7,50408190.0,Даниловский, Серпуховский Вал,7с16,Тульская,Дом 7 Даниловский,,,,,,,,
NIKA ESTATE,real_estate_agent,https://www.cian.ru/sale/flat/304369940/,Москва,sale,flat,3,9,4,143.0,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,,,,,,,,
Доступный дом,real_estate_agent,https://www.cian.ru/sale/flat/293926786/,Москва,sale,flat,3,17,1,35.4,14990000.0,, Эдварда Грига,15,Потапово,,,,,,,,,
Донстрой,developer,https://www.cian.ru/sale/flat/308969323/,Москва,sale,flat,19,25,2,57.7,24914860.0,Лефортово,Независимость кв-л,,Авиамоторная,Символ ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/307823098/,Москва,sale,flat,5,6,-1,400.0,700000000.0,Замоскворечье,Садовническая набережная,7,Новокузнецкая,BALCHUG VIEWPOINT,,,,,,,,
ID 85604823,unknown,https://www.cian.ru/sale/flat/308497818/,Москва,sale,flat,16,41,2,51.0,34000000.0,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,Сердце Столицы,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/301459955/,Москва,sale,flat,4,11,2,85.3,77775516.0,Даниловский,,,Павелецкая,Опус ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308553708/,Москва,sale,flat,9,12,2,88.0,59350000.0,Тверской,2-я Брестская ,6,Маяковская,Резиденция Тверская,,,,,,,,
Villagio Realty,real_estate_agent,https://www.cian.ru/sale/flat/307817649/,Москва,sale,flat,4,25,3,81.0,22900000.0,Рязанский, Васильцовский Стан,7к1,Текстильщики,,,,,,,,,
Tekta Group,developer,https://www.cian.ru/sale/flat/303506216/,Москва,sale,flat,9,34,2,39.2,17918320.0,Нагорный,,2,Нагорная,Твелв ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306589273/,Москва,sale,flat,2,17,5,242.0,239990000.0,Пресненский, Сергея Макеева,9к2,Улица 1905 года,RedSide,,,,,,,,
ID 111783,homeowner,https://www.cian.ru/sale/flat/307780900/,Москва,sale,flat,5,14,3,104.0,29600000.0,Коптево, Космонавта Волкова,29К1,Красный Балтиец,,,,,,,,,
Sminex,developer,https://www.cian.ru/sale/flat/308620442/,Москва,sale,flat,3,26,2,61.54,31220000.0,Марфино, Академика Королева,21,Бутырская,Дом Достижение,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/281590820/,Москва,sale,flat,3,14,4,200.0,430000000.0,Хамовники, Усачева,11Г,Фрунзенская,Садовые кварталы,,,,,,,,
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/308275177/,Москва,sale,flat,5,8,4,100.0,57000000.0,Гагаринский, Строителей,6К6,Университет,,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/306610643/,Москва,sale,flat,2,59,2,31.1,,Можайский,,,Давыдково,Веер ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/306447297/,Москва,sale,flat,13,21,3,130.0,155000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,,,,,,,,
Monumental Group,real_estate_agent,https://www.cian.ru/sale/flat/306604445/,Москва,sale,flat,6,7,4,160.0,99999000.0,Тверской,Тверская ,27С2,Маяковская,,,,,,,,,
UNIQ Development,developer,https://www.cian.ru/sale/flat/307668235/,Москва,sale,flat,3,25,2,64.3,50154000.0,Фили-Давыдково,Малая Филевская ,46,Кунцевская,Springs,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/305881561/,Москва,sale,flat,3,9,4,142.5,108900000.0,Таганский,Серебрянический переулок,8,Китай-город,Титул на Серебрянической,,,,,,,,
HOUSE MALL - Городская недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301612021/,Москва,sale,flat,5,10,-1,24.6,10000000.0,Ростокино,проспект Мира,188Бк2,Ростокино,Триколор,,,,,,,,
MR Group,developer,https://www.cian.ru/sale/flat/306603287/,Москва,sale,flat,3,36,2,68.6,48137992.0,Беговой,Ленинградский проспект,вл8,Белорусская,Slava,,,,,,,,
hoomie,real_estate_agent,https://www.cian.ru/sale/flat/305679467/,Москва,sale,flat,4,20,2,64.29,24166611.0,Даниловский,Автозаводская ,26,Тульская,FORST,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308074172/,Москва,sale,flat,8,11,3,134.5,90000000.0,Якиманка, Серафимовича,2,Боровицкая,,,,,,,,,
Пионер,developer,https://www.cian.ru/sale/flat/307217514/,Москва,sale,flat,4,39,2,35.4,31667318.0,Даниловский,,,Павелецкая,Хай Лайф ЖК,,,,,,,,
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/298784492/,Москва,sale,flat,2,2,-1,315.0,528508199.0,Пресненский,Хлебный переулок,6,Арбатская,,,,,,,,,
ZIP Realty,real_estate_agent,https://www.cian.ru/sale/flat/303387198/,Москва,sale,flat,18,22,1,30.0,11700000.0,,бульвар Андрея Тарковского,11,Рассказовка,Рассказово,,,,,,,,
Alliance Agency Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/297721781/,Московская область,sale,flat,9,29,4,79.5,39900000.0,Лефортово, Крузенштерна,10к1,Авиамоторная,Символ,-1,-1.0,-1,-1.0,-1,"48,5 м²","7,1 м²",79104001266.0
СТ Тауэрс,developer,https://www.cian.ru/sale/flat/302833878/,Московская область,sale,flat,37,66,4,209.7,179293500.0,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,NEVA TOWERS,2020,-1.0,Монолитный,-1.0,"Без отделки, чистовая",-1,-1,74951370624.0
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308068200/,Московская область,sale,flat,14,21,4,165.0,200000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,2022,-1.0,-1,-1.0,-1,-1,10 м²,79680709691.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/300299099/,Московская область,sale,flat,5,8,4,75.0,59500000.0,Замоскворечье,переулок Старый Толмачевский,17с1,Новокузнецкая,,-1,-1.0,-1,-1.0,-1,60 м²,10 м²,79645650057.0
СК10,developer,https://rostov.cian.ru/sale/flat/306489474/,Московская область,sale,flat,7,9,3,60.1,7780000.0,Железнодорожный,бульвар Платова,14,,Сезоны,2026,-1.0,-1,-1.0,Без отделки,"22,4 м²",-1,78633224769.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308060239/,Московская область,sale,flat,3,8,4,92.0,60000000.0,Басманный,Нижняя Красносельская ,35С50,Бауманская,TriBeCa APARTMENTS,-1,-1.0,-1,-1.0,-1,-1,20 м²,79855162121.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307888004/,Московская область,sale,flat,9,9,3,50.0,11700000.0,Чертаново Центральное, Красного Маяка,11К1,Пражская,,-1,-1.0,-1,-1.0,-1,"34,1 м²",6 м²,79856333551.0
СК10,developer,https://rostov.cian.ru/sale/flat/297319340/,Московская область,sale,flat,6,25,3,68.58,9780000.0,Кировский,,,,Культура ЖК,2027,-1.0,-1,-1.0,Неизвестно,-1,-1,78632251324.0
DOGMA,developer,https://krasnodar.cian.ru/sale/flat/305422770/,Московская область,sale,flat,3,18,3,79.7,8288800.0,,,,,Парк Победы - 2,2025,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая, чистовая с мебелью","40,6 м²","16,2 м²",78612055818.0
AVA,developer,https://krasnodar.cian.ru/sale/flat/302603989/,Московская область,sale,flat,2,12,3,84.1,11614210.0,мкр. 9-й километр, Ярославская,115лит5,,Небо,2025,-1.0,-1,-1.0,Без отделки,"47,4 м²","14,3 м²",78612058478.0
GRAND ESTATE - Премиальная недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/305111360/,Московская область,sale,flat,4,16,2,37.0,19000000.0,Пресненский,Красногвардейский бульвар,5К2,Москва-Сити,,1977,-1.0,-1,-1.0,-1,20 м²,10 м²,79652435417.0
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979071/,Московская область,sale,flat,2,7,1,41.7,10491720.0,,,,,Anapolis Residence,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая, чистовая с мебелью",14 м²,"18,3 м²",78612058319.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307103955/,Московская область,sale,flat,24,24,2,58.0,37490000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,36 м²,12 м²,79854281089.0
,developer,https://kazan.cian.ru/sale/flat/308626949/,Московская область,sale,flat,3,21,2,72.09,19803495.0,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК,2024,-1.0,Монолитный,-1.0,Без отделки,"44,9 м²","6,7 м²",78432024227.0
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626949/,Московская область,sale,flat,3,21,2,72.09,19803495.0,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК,2024,-1.0,Монолитный,-1.0,Без отделки,"44,9 м²","6,7 м²",78432024227.0
Contact Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/303027445/,Московская область,sale,flat,3,20,1,59.0,61800000.0,Пресненский, Костикова,4к6,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,39 м²,15 м²,79057122519.0
Intermark Real Estate,real_estate_agent,https://www.cian.ru/sale/flat/307986637/,Московская область,sale,flat,11,14,1,35.0,13900000.0,Раменки,1-й Сетуньский проезд,10,Кутузовская,,1973,-1.0,-1,-1.0,-1,19 м²,10 м²,79060416629.0
ЕкатеринодарИнвест-Строй,developer,https://krasnodar.cian.ru/sale/flat/294669694/,Московская область,sale,flat,2,15,2,58.65,12742886.0,,,,,Екатерининский парк,2024,-1.0,Монолитно-кирпичный,-1.0,Без отделки,"27,4 м²",-1,78612058382.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/308872981/,Московская область,sale,flat,37,37,2,48.0,42500000.0,Хорошевский,Ленинградский проспект,37/6,Аэропорт,Прайм Парк,2021,-1.0,-1,-1.0,-1,34 м²,6 м²,79165694109.0
ID 18111054,unknown,https://kotelniki.cian.ru/sale/flat/300511360/,Московская область,sale,flat,21,33,2,52.4,11550000.0,, Сосновая,5к1,Котельники,,-1,-1.0,-1,-1.0,-1,-1,"19,8 м²",79651896259.0
Эталон,developer,https://ekb.cian.ru/sale/flat/308412334/,Московская область,sale,flat,21,25,2,33.84,5924907.0,Железнодорожный,Сортировочный жилрайон,,Уральская,Раута ЖК,2024,-1.0,Монолитно-кирпичный,-1.0,Предчистовая,"17,8 м²","6,1 м²",73432260872.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/302177521/,Московская область,sale,flat,3,15,2,58.54,61000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,"46,5 м²",7 м²,79067148364.0
НДВ,real_estate_agent,https://www.cian.ru/sale/flat/308421741/,Московская область,sale,flat,13,17,2,52.2,19950000.0,Теплый Стан,Ленинский проспект,127,Тропарёво,,-1,-1.0,-1,-1.0,-1,31 м²,"9,2 м²",79165727913.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/307999681/,Московская область,sale,flat,18,23,1,32.7,4804000.0,Кировский,,,Машиностроителей,Основинские кварталы ЖК,2027,-1.0,-1,-1.0,Без отделки,10 м²,"12,6 м²",73432261635.0
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/308069817/,Московская область,sale,flat,4,21,2,54.0,58000000.0,Пресненский,2-я Звенигородская ,14,Улица 1905 года,Lucky,2023,-1.0,-1,-1.0,-1,-1,10 м²,79680709691.0
Юрий Шадеко,realtor,https://spb.cian.ru/sale/flat/307347913/,Московская область,sale,flat,10,17,1,45.0,13900000.0,Приморский,переулок Ипподромный,3к1,Пионерская,Приморский квартал,2017,-1.0,-1,-1.0,-1,19 м²,"11,5 м²",79819974553.0
СК10,developer,https://rostov.cian.ru/sale/flat/297424924/,Московская область,sale,flat,23,25,2,38.68,5440000.0,Октябрьский,,,,Гринсайд ЖК,2026,-1.0,-1,-1.0,Без отделки,"14,4 м²","6,4 м²",78632251477.0
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/306883426/,Московская область,sale,flat,2,21,2,71.9,65000000.0,Пресненский, Костикова,4к1,Улица 1905 года,Lucky,2022,-1.0,-1,-1.0,-1,-1,-1,79680709691.0
ID 78359787,homeowner,https://www.cian.ru/sale/flat/306775783/,Московская область,sale,flat,2,9,2,37.4,14490000.0,Нагатино-Садовники,Высокая ,20,Коломенская,,1965,-1.0,-1,-1.0,-1,"18,7 м²",7 м²,79852520136.0
СК10,developer,https://rostov.cian.ru/sale/flat/306489398/,Московская область,sale,flat,2,9,2,40.15,5230000.0,Железнодорожный,бульвар Платова,14,,Сезоны,2026,-1.0,-1,-1.0,Без отделки,"10,9 м²",-1,78633224769.0
PEOPLE,real_estate_agent,https://www.cian.ru/sale/flat/280614853/,Московская область,sale,flat,3,15,2,58.54,61000000.0,Пресненский, Костикова,4к4,Улица 1905 года,Lucky,-1,-1.0,-1,-1.0,-1,-1,-1,79680709691.0
Авеню-Мск,real_estate_agent,https://www.cian.ru/sale/flat/307655528/,Московская область,sale,flat,3,14,1,43.5,12000000.0,Марьино, Перерва,26К2,Марьино,,1989,-1.0,-1,-1.0,-1,20 м²,9 м²,79637145462.0
СЗ Феникс,developer,https://rostov.cian.ru/sale/flat/293615913/,Московская область,sale,flat,4,13,1,47.1,8379202.0,Советский,,,,Таймс ЖК,2024,-1.0,-1,-1.0,Без отделки,"18,3 м²","13,1 м²",78632251223.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/301565559/,Московская область,sale,flat,5,21,2,117.0,115000000.0,Пресненский,2-я Звенигородская ,16,Улица 1905 года,Lucky,-1,-1.0,-1,-1.0,-1,71 м²,34 м²,79099734492.0
BERI,real_estate_agent,https://www.cian.ru/sale/flat/308564452/,Московская область,sale,flat,8,12,2,38.3,18315000.0,Хорошевский, Куусинена,6К10,Полежаевская,,1966,-1.0,-1,-1.0,-1,"21,6 м²","6,9 м²",79629657451.0
СК10,developer,https://rostov.cian.ru/sale/flat/301539762/,Московская область,sale,flat,17,25,2,40.82,6370000.0,Кировский,,,,Культура ЖК,2027,-1.0,-1,-1.0,Неизвестно,-1,-1,78632251324.0
Kalinka Group,real_estate_agent,https://www.cian.ru/sale/flat/308907051/,Московская область,sale,flat,9,32,2,62.7,49800000.0,Дорогомилово,Поклонная ,9,Поклонная,Поклонная 9,2023,-1.0,-1,-1.0,-1,-1,-1,79152037849.0
PROНЕДВИЖИМОСТЬ,real_estate_agent,https://www.cian.ru/sale/flat/308305353/,Московская область,sale,flat,9,9,2,44.2,10800000.0,Северное Медведково,Широкая ,23К2,Медведково,,1973,-1.0,-1,-1.0,-1,28 м²,6 м²,79168080284.0
TEN девелопмент,developer,https://ekb.cian.ru/sale/flat/302623378/,Московская область,sale,flat,2,29,1,34.6,8557000.0,Центр, Свердлова,12,Динамо,Екатерининский парк,2025,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","10,2 м²","14,4 м²",73432261735.0
Наталья Чичкан,realtor,https://www.cian.ru/sale/flat/305034512/,Московская область,sale,flat,7,17,2,60.3,13100000.0,Некрасовка,Рождественская ,18,Некрасовка,,2010,-1.0,-1,-1.0,-1,"33,9 м²","12,9 м²",79031246227.0
Залму Писарук,realtor,https://www.cian.ru/sale/flat/308532820/,Московская область,sale,flat,7,12,2,55.0,13400000.0,Бирюлево Восточное,Лебедянская ,4,,,1974,-1.0,-1,-1.0,-1,31 м²,9 м²,79645651875.0
РКС Девелопмент,developer,https://krasnodar.cian.ru/sale/flat/308979071/,Московская область,sale,flat,2,7,1,41.7,10491720.0,,,,,Anapolis Residence,2024,-1.0,Монолитный,-1.0,"Без отделки, предчистовая, чистовая, чистовая с мебелью",14 м²,"18,3 м²",78612058319.0
ZAPAD REALTY - офис Маршала Жукова,real_estate_agent,https://www.cian.ru/sale/flat/307103955/,Московская область,sale,flat,24,24,2,58.0,37490000.0,Хорошево-Мневники,Шелепихинская набережная,34к3,Шелепиха,Сердце Столицы,-1,-1.0,-1,-1.0,-1,36 м²,12 м²,79854281089.0
OPN PARTNER,real_estate_agent,https://krasnogorsk.cian.ru/sale/flat/299929933/,Московская область,sale,flat,2,7,2,55.0,8899000.0,с. Николо-Урюпино, Полковника Глазунова,15,,Лесобережный,2022,-1.0,-1,-1.0,-1,-1,-1,79651096414.0
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626949/,Московская область,sale,flat,3,21,2,72.09,19803495.0,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК,2024,-1.0,Монолитный,-1.0,Без отделки,"44,9 м²","6,7 м²",78432024227.0
ID 95814020,realtor,https://www.cian.ru/sale/flat/308490853/,Московская область,sale,flat,12,17,2,71.0,17900000.0,, Никитина,11к4,Рассказовка,,2022,-1.0,-1,-1.0,-1,40 м²,17 м²,79660562472.0
NF Group - ex-Knight Frank,real_estate_agent,https://www.cian.ru/sale/flat/307113534/,Московская область,sale,flat,16,19,2,45.8,32000000.0,Беговой,Ленинградский проспект,29к1,Динамо,Царская площадь,2018,-1.0,-1,-1.0,-1,-1,7 м²,79031354467.0
ЭНКО,representative_developer,https://tyumen.cian.ru/sale/flat/301181335/,Московская область,sale,flat,2,12,2,52.68,6460000.0,д. Патрушева, Петра Ершова,12,,ЖР ,2024,-1.0,"Монолитно-кирпичный, монолитный",-1.0,"Предчистовая, чистовая","22,5 м²","14,3 м²",73452658037.0
Квартирное Решение,real_estate_agent,https://omsk.cian.ru/sale/flat/307198436/,Московская область,sale,flat,1,5,1,29.8,3750000.0,Октябрьский, 50 лет ВЛКСМ,5А,,,1969,-1.0,-1,-1.0,-1,17 м²,6 м²,79620396695.0
СК10,developer,https://rostov.cian.ru/sale/flat/306489613/,Московская область,sale,flat,6,9,1,40.6,5310000.0,Железнодорожный,,,,Сезоны ЖК,2026,-1.0,-1,-1.0,Без отделки,15 м²,"12,1 м²",78633224769.0
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/308340645/,Московская область,sale,flat,5,6,1,41.0,28980000.0,Петроградский, Блохина,6/3,Спортивная,,2024,-1.0,-1,-1.0,-1,"10,1 м²","23,2 м²",79681894845.0
ID 114579919,homeowner,https://krasnodar.cian.ru/sale/flat/308278778/,Московская область,sale,flat,1,7,1,38.0,3160000.0,Западный Город ЖК, Крылатская,9,,,2013,-1.0,-1,-1.0,-1,30 м²,-1,79181415586.0
СК10,developer,https://rostov.cian.ru/sale/flat/289504809/,Московская область,sale,flat,24,25,1,30.41,4390000.0,Октябрьский,,,,Гринсайд ЖК,2025,-1.0,-1,-1.0,Без отделки,"12,4 м²","7,3 м²",78632251477.0
Эталон,developer,https://ekb.cian.ru/sale/flat/308413983/,Московская область,sale,flat,3,16,1,35.8,5634818.0,Чкаловский,,,Ботаническая,Жилой район Солнечный,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","10,3 м²",11 м²,73432267543.0
Гранд Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/308830155/,Московская область,sale,flat,6,10,1,31.7,7280000.0,Хостинский, Мацестинская,17/1,,,2023,-1.0,-1,-1.0,-1,-1,12 м²,79183228159.0
Квартирное Решение,real_estate_agent,https://omsk.cian.ru/sale/flat/307198436/,Московская область,sale,flat,1,5,1,29.8,3750000.0,Октябрьский, 50 лет ВЛКСМ,5А,,,1969,-1.0,-1,-1.0,-1,17 м²,6 м²,79620396695.0
СК10,developer,https://rostov.cian.ru/sale/flat/306489613/,Московская область,sale,flat,6,9,1,40.6,5310000.0,Железнодорожный,,,,Сезоны ЖК,2026,-1.0,-1,-1.0,Без отделки,15 м²,"12,1 м²",78633224769.0
Школа Недвижимости,real_estate_agent,https://spb.cian.ru/sale/flat/308340645/,Московская область,sale,flat,5,6,1,41.0,28980000.0,Петроградский, Блохина,6/3,Спортивная,,2024,-1.0,-1,-1.0,-1,"10,1 м²","23,2 м²",79681894845.0
ID 114579919,homeowner,https://krasnodar.cian.ru/sale/flat/308278778/,Московская область,sale,flat,1,7,1,38.0,3160000.0,Западный Город ЖК, Крылатская,9,,,2013,-1.0,-1,-1.0,-1,30 м²,-1,79181415586.0
СК10,developer,https://rostov.cian.ru/sale/flat/289504809/,Московская область,sale,flat,24,25,1,30.41,4390000.0,Октябрьский,,,,Гринсайд ЖК,2025,-1.0,-1,-1.0,Без отделки,"12,4 м²","7,3 м²",78632251477.0
Unique,real_estate_agent,https://www.cian.ru/sale/flat/287678758/,Московская область,sale,flat,4,26,1,46.0,34000000.0,Очаково-Матвеевское,Нежинская ,5к2,Давыдково,Городские резиденции SPIRES,2021,-1.0,-1,-1.0,-1,-1,-1,79660620617.0
Эталон,developer,https://ekb.cian.ru/sale/flat/308413983/,Московская область,sale,flat,3,16,1,35.8,5634818.0,Чкаловский,,,Ботаническая,Жилой район Солнечный,2026,-1.0,Монолитно-кирпичный,-1.0,"Предчистовая, чистовая","10,3 м²",11 м²,73432267543.0
Гранд Недвижимость,real_estate_agent,https://sochi.cian.ru/sale/flat/308830155/,Московская область,sale,flat,6,10,1,31.7,7280000.0,Хостинский, Мацестинская,17/1,,,2023,-1.0,-1,-1.0,-1,-1,12 м²,79183228159.0
Whitewill,real_estate_agent,https://www.cian.ru/sale/flat/303848561/,Московская область,sale,flat,8,29,3,80.0,36900000.0,Раменки,Мосфильмовская ,74Б,Ломоносовский проспект,Мосфильмовская,-1,-1.0,-1,-1.0,-1,50 м²,10 м²,79660531281.0
Садовое кольцо,developer,https://kazan.cian.ru/sale/flat/308626949/,Московская область,sale,flat,3,21,2,72.09,19803495.0,Ново-Савиновский,,,Козья слобода,Савин Фемили ЖК,2024,-1.0,Монолитный,-1.0,Без отделки,"44,9 м²","6,7 м²",78432024227.0
